loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,previous_defaults,credit_utilization_ratio,monthly_emi
3640,0,Graduate,No,7400000,24100000,16,779,800000,2900000,28900000,4900000,Approved,0,0.2079,130693.4
3641,3,Not Graduate,Yes,7800000,17700000,6,876,15600000,15200000,25100000,10800000,Approved,0,0.2469,110287.01
3642,3,Graduate,Yes,7200000,16500000,18,515,7800000,6300000,17300000,10600000,Rejected,3,0.8784,22213.57
3643,2,Not Graduate,No,7600000,19300000,12,463,5400000,1500000,16000000,9600000,Rejected,1,0.5977,61606.05
3644,4,Not Graduate,Yes,7000000,26700000,4,486,10600000,12200000,18800000,6000000,Approved,0,0.265,181772.53
3645,0,Not Graduate,No,5700000,13000000,6,328,7800000,7500000,20700000,8200000,Rejected,2,0.3796,91435.57
3646,2,Not Graduate,No,8200000,30600000,10,343,9800000,11500000,16900000,7000000,Rejected,0,0.3514,98875.46
3647,0,Graduate,Yes,9000000,27800000,8,712,900000,6700000,24400000,5800000,Approved,0,0.1479,19079.07
3648,3,Not Graduate,No,3900000,11900000,6,607,6600000,6000000,8800000,2000000,Approved,0,0.3222,81231.32
3649,0,Graduate,No,6500000,16200000,4,812,17200000,10700000,20200000,6200000,Approved,0,0.0985,133248.8
3650,4,Not Graduate,Yes,2300000,7700000,16,589,6000000,4400000,6300000,2300000,Approved,1,0.0955,41192.09
3651,1,Not Graduate,No,5700000,21800000,18,657,14100000,3200000,21800000,3200000,Approved,0,0.2144,84831.16
3652,4,Not Graduate,No,800000,2800000,12,453,1500000,300000,2900000,600000,Rejected,0,0.7387,10121.64
3653,4,Not Graduate,Yes,8400000,19700000,14,889,22400000,5800000,22000000,12100000,Approved,0,0.3348,145351.42
3654,1,Graduate,Yes,4300000,17200000,4,564,10400000,6600000,11500000,2200000,Approved,0,0.1214,29271.68
3655,1,Not Graduate,Yes,300000,900000,20,419,800000,0,600000,300000,Rejected,0,0.3978,8236.02
3656,1,Graduate,No,8700000,34000000,16,663,5400000,10700000,17800000,8100000,Approved,0,0.4262,149406.61
3657,1,Not Graduate,No,4400000,12100000,4,884,9800000,6500000,15000000,6000000,Approved,0,0.1543,39936.36
3658,1,Graduate,Yes,5600000,16800000,16,528,7500000,6500000,12300000,3900000,Rejected,1,0.862,73447.71
3659,2,Graduate,No,600000,1300000,12,475,100000,1100000,2300000,600000,Rejected,1,0.8681,14099.48
3660,4,Not Graduate,Yes,2500000,5100000,20,695,1100000,4100000,6700000,3500000,Approved,0,0.359,11784.5
3661,5,Not Graduate,No,3800000,10500000,10,759,1800000,6700000,8100000,5300000,Approved,0,0.1175,32455.95
3662,2,Not Graduate,No,2500000,9600000,4,636,900000,1000000,7300000,2000000,Approved,0,0.3787,49547.46
3663,3,Not Graduate,Yes,5500000,20400000,10,546,10600000,8200000,13500000,4000000,Rejected,0,0.8116,50609.73
3664,5,Graduate,Yes,4500000,17100000,2,639,10600000,7500000,12000000,6500000,Approved,0,0.2887,104015.85
3665,4,Not Graduate,No,1900000,4000000,10,388,500000,1400000,5600000,900000,Rejected,1,0.5523,7229.3
3666,5,Graduate,Yes,6400000,20000000,12,594,100000,2100000,16500000,5500000,Approved,0,0.155,142368.09
3667,1,Not Graduate,Yes,3800000,11100000,6,760,2100000,1800000,8700000,5700000,Approved,0,0.0988,7575.65
3668,4,Not Graduate,Yes,6300000,16900000,16,582,16000000,3600000,23700000,6000000,Approved,0,0.2539,2313.89
3669,3,Not Graduate,No,300000,600000,6,896,300000,400000,600000,400000,Approved,0,0.2841,7859.46
3670,5,Not Graduate,Yes,7100000,21800000,18,891,7000000,0,18900000,4700000,Approved,0,0.1937,120385.66
3671,2,Not Graduate,Yes,600000,1700000,2,495,1700000,200000,1200000,500000,Rejected,0,0.6352,6156.97
3672,3,Graduate,Yes,4400000,15300000,16,865,1200000,8400000,15000000,3400000,Approved,0,0.1954,29849.65
3673,4,Not Graduate,No,7600000,20800000,12,775,1900000,13600000,19200000,6400000,Approved,0,0.3064,136743.02
3674,5,Graduate,Yes,8700000,26400000,10,318,11800000,2900000,23200000,9200000,Rejected,0,0.8908,129159.3
3675,3,Graduate,Yes,5600000,12700000,12,395,8200000,9300000,22000000,6400000,Rejected,1,0.4484,161960.97
3676,4,Not Graduate,No,4100000,13100000,14,772,11200000,4200000,10500000,3800000,Approved,0,0.2026,117576.25
3677,2,Not Graduate,Yes,7900000,16100000,18,318,17300000,2900000,29900000,9300000,Rejected,0,0.4345,146320.24
3678,3,Not Graduate,Yes,5600000,20900000,14,649,4000000,10700000,13000000,8200000,Approved,0,0.3,72335.52
3679,3,Not Graduate,No,1200000,3100000,10,438,1500000,2200000,3900000,1000000,Rejected,2,0.7873,17189.93
3680,5,Graduate,No,6900000,19700000,6,588,9800000,7500000,17100000,7300000,Approved,0,0.4228,137348.91
3681,5,Not Graduate,No,2700000,5600000,2,815,1100000,2000000,7100000,2600000,Approved,0,0.1615,7999.0
3682,4,Graduate,Yes,9800000,22100000,4,364,16800000,11100000,26500000,7300000,Rejected,0,0.9201,93853.97
3683,2,Not Graduate,No,9300000,32300000,4,586,14300000,6400000,37000000,10400000,Approved,0,0.0753,20417.6
3684,4,Not Graduate,No,6700000,25300000,12,555,16900000,3600000,23500000,4900000,Approved,0,0.2912,14335.92
3685,4,Graduate,No,1300000,4600000,10,312,1800000,600000,3100000,800000,Rejected,1,0.3843,7425.57
3686,2,Graduate,Yes,7900000,17100000,16,605,19200000,14100000,21900000,10400000,Approved,0,0.4075,111810.44
3687,5,Not Graduate,No,6700000,23200000,18,672,1600000,6700000,20800000,5400000,Approved,0,0.2619,153357.98
3688,2,Not Graduate,Yes,2100000,4500000,18,591,2500000,500000,5500000,1500000,Approved,0,0.3177,29736.62
3689,4,Graduate,Yes,4700000,11000000,4,321,10100000,100000,9600000,6900000,Rejected,0,0.8489,45988.25
3690,2,Graduate,No,3700000,13400000,16,393,6400000,600000,14200000,3500000,Rejected,0,0.4402,8887.26
3691,0,Graduate,Yes,5800000,21800000,2,561,4400000,7200000,15000000,4200000,Approved,0,0.0654,93091.66
3692,5,Graduate,Yes,2400000,6900000,20,725,1700000,400000,8800000,2400000,Approved,0,0.4016,18988.8
3693,1,Not Graduate,Yes,8100000,27600000,16,438,1000000,10500000,32200000,8000000,Rejected,2,0.539,145278.2
3694,5,Graduate,Yes,5400000,21400000,12,399,4000000,9700000,12400000,6800000,Rejected,0,0.4274,153907.07
3695,0,Graduate,No,1400000,5400000,8,592,4100000,400000,4300000,800000,Approved,0,0.2374,4545.33
3696,2,Not Graduate,No,2500000,8600000,8,835,2500000,4000000,7700000,1300000,Approved,0,0.2893,15467.48
3697,0,Not Graduate,Yes,1600000,5300000,4,733,400000,2100000,5500000,1100000,Approved,0,0.0624,22077.75
3698,0,Not Graduate,No,3700000,10600000,20,484,5800000,1300000,13900000,3500000,Rejected,1,0.5149,104529.57
3699,5,Not Graduate,Yes,500000,1800000,20,615,500000,700000,1100000,300000,Approved,0,0.0631,11255.56
3700,3,Not Graduate,Yes,5300000,19500000,4,591,13200000,4700000,19800000,7900000,Approved,0,0.2181,138851.26
3701,0,Graduate,Yes,2800000,6800000,12,349,4100000,2000000,11100000,1400000,Rejected,1,0.8871,27253.38
3702,1,Graduate,Yes,9600000,29900000,18,478,18500000,15200000,38200000,9400000,Rejected,1,0.9396,277770.77
3703,4,Graduate,No,2200000,7800000,20,633,0,3900000,8400000,1900000,Approved,0,0.3048,6598.44
3704,1,Not Graduate,Yes,8400000,30900000,8,378,18600000,1000000,25900000,11100000,Approved,2,0.447,12978.36
3705,1,Not Graduate,No,2100000,5300000,20,461,1500000,3800000,8100000,1700000,Rejected,3,0.8935,52405.66
3706,2,Not Graduate,Yes,2800000,7000000,2,834,500000,2900000,8100000,1300000,Approved,0,0.2565,75726.63
3707,0,Not Graduate,No,2500000,5800000,20,671,7400000,500000,7500000,2000000,Approved,0,0.1115,6605.18
3708,3,Graduate,Yes,1700000,5800000,10,524,4100000,2900000,6600000,800000,Rejected,0,0.903,5624.11
3709,3,Graduate,No,6100000,20700000,4,816,14900000,5400000,24200000,5900000,Approved,0,0.353,5902.24
3710,3,Graduate,No,4100000,11700000,10,729,6900000,6200000,15400000,2100000,Approved,0,0.3427,12497.36
3711,5,Not Graduate,Yes,4500000,12700000,8,307,11000000,3800000,12600000,2700000,Rejected,0,0.7755,27486.35
3712,2,Graduate,Yes,5600000,19100000,8,350,2700000,1200000,14200000,4200000,Rejected,1,0.4702,158445.85
3713,3,Not Graduate,Yes,5800000,16600000,10,444,13300000,5900000,15000000,8500000,Rejected,1,0.4766,112979.69
3714,4,Not Graduate,No,8600000,26700000,10,895,2200000,8800000,22600000,6900000,Rejected,0,0.3253,195287.05
3715,2,Graduate,No,2900000,10500000,20,708,4200000,600000,7700000,4300000,Approved,1,0.1379,65648.46
3716,2,Not Graduate,Yes,8300000,17600000,2,355,1000000,700000,28400000,6800000,Rejected,0,0.6132,129532.44
3717,5,Not Graduate,No,2400000,5100000,6,756,1500000,200000,5300000,3400000,Approved,0,0.3628,55824.23
3718,4,Graduate,No,5600000,12000000,4,719,5600000,2900000,14500000,3400000,Approved,0,0.3636,97315.23
3719,1,Graduate,Yes,9500000,35400000,14,439,400000,1200000,20200000,13500000,Rejected,0,0.622,87155.48
3720,4,Not Graduate,Yes,4900000,15900000,10,668,10800000,8300000,14900000,2800000,Approved,0,0.3669,80191.99
3721,4,Not Graduate,Yes,5900000,16500000,2,765,13000000,9400000,20000000,3500000,Approved,0,0.3854,91807.94
3722,5,Graduate,Yes,500000,1500000,4,476,200000,200000,1100000,700000,Approved,0,0.3119,12008.69
3723,3,Graduate,No,7000000,21700000,14,781,5400000,8500000,19300000,9600000,Approved,0,0.1414,200435.97
3724,1,Not Graduate,No,3500000,12700000,4,350,5200000,6800000,12900000,1800000,Approved,0,0.1596,41960.6
3725,0,Graduate,No,5200000,12200000,16,783,5000000,2000000,11400000,5100000,Approved,0,0.1759,115780.92
3726,3,Graduate,Yes,6300000,19900000,12,770,1900000,2400000,15500000,3100000,Approved,0,0.0967,18331.45
3727,2,Not Graduate,No,8400000,28300000,10,822,1800000,16000000,33000000,4400000,Approved,0,0.1593,190323.69
3728,1,Not Graduate,Yes,7500000,22500000,14,469,12300000,9600000,16200000,4500000,Rejected,0,0.4757,81247.45
3729,2,Graduate,No,3300000,13000000,16,300,5500000,5900000,7400000,3100000,Rejected,0,0.6232,3791.3
3730,2,Not Graduate,No,8800000,22400000,14,692,21700000,5100000,18600000,10900000,Approved,0,0.4134,93233.19
3731,5,Graduate,No,200000,700000,18,707,-100000,100000,500000,200000,Approved,0,0.0918,3562.08
3732,5,Not Graduate,Yes,8000000,29100000,4,658,10600000,8600000,28800000,4600000,Approved,0,0.3381,27825.04
3733,3,Graduate,No,1000000,4000000,6,625,700000,100000,2800000,500000,Approved,0,0.3249,26951.01
3734,1,Graduate,No,9400000,26700000,10,343,7600000,2500000,28600000,13200000,Rejected,1,0.4075,21295.19
3735,5,Graduate,No,2100000,7300000,18,358,3700000,3200000,7200000,2200000,Rejected,0,0.9035,56962.91
3736,4,Graduate,Yes,5400000,11500000,20,705,14600000,3800000,13500000,6100000,Approved,0,0.2774,111374.16
3737,2,Graduate,Yes,4700000,15100000,8,799,9700000,2500000,10700000,4700000,Approved,0,0.1955,45198.04
3738,3,Graduate,No,8800000,33700000,12,397,17300000,16000000,22200000,8800000,Rejected,2,0.8039,100292.59
3739,5,Graduate,No,3200000,12200000,6,493,7700000,6200000,6700000,2100000,Rejected,2,0.5044,69142.21
3740,0,Graduate,Yes,7200000,21900000,4,446,17700000,10900000,24500000,7600000,Approved,0,0.3274,126308.93
3741,2,Not Graduate,Yes,2500000,7200000,16,315,5500000,3300000,4900000,2800000,Rejected,3,0.3738,48973.96
3742,5,Not Graduate,Yes,6900000,15700000,14,887,13800000,5300000,25200000,4500000,Approved,0,0.3858,78319.38
3743,5,Graduate,Yes,5700000,20500000,16,429,2800000,1900000,22400000,3900000,Rejected,2,0.6189,81098.99
3744,4,Graduate,Yes,5500000,15100000,18,673,10500000,8000000,13900000,7200000,Approved,0,0.3047,158791.24
3745,4,Not Graduate,Yes,9200000,29100000,10,731,14500000,8300000,35800000,5000000,Approved,0,0.1385,57402.64
3746,5,Graduate,Yes,5700000,11500000,2,732,15800000,3700000,15600000,5300000,Approved,0,0.3208,69468.59
3747,5,Graduate,Yes,5000000,16400000,14,525,13000000,9100000,15300000,3300000,Rejected,1,0.8133,42557.55
3748,4,Not Graduate,No,2300000,5500000,6,343,-100000,4100000,4800000,3200000,Rejected,0,0.6339,51326.23
3749,0,Not Graduate,Yes,3000000,11000000,16,331,8000000,4500000,6600000,2400000,Rejected,0,0.7206,66851.1
3750,0,Not Graduate,No,7900000,26200000,18,845,14200000,14700000,27400000,6300000,Approved,0,0.2325,67384.31
3751,2,Graduate,No,2000000,6200000,16,696,4100000,600000,5400000,1300000,Approved,0,0.4076,4747.77
3752,5,Not Graduate,No,2700000,8700000,14,772,2200000,2800000,7600000,3700000,Approved,0,0.2491,900.32
3753,3,Graduate,Yes,6400000,15800000,18,628,6900000,2700000,24800000,5300000,Approved,0,0.3867,79790.77
3754,0,Not Graduate,Yes,8200000,19100000,2,764,22900000,8900000,20500000,4000000,Approved,0,0.3705,98139.07
3755,1,Graduate,No,2800000,6900000,14,553,400000,4900000,6800000,4200000,Approved,0,0.2142,80718.51
3756,1,Not Graduate,No,8900000,20000000,2,653,12700000,600000,17800000,9900000,Approved,0,0.142,121952.79
3757,1,Not Graduate,No,5100000,20000000,4,506,7900000,8900000,20300000,6700000,Approved,0,0.2124,38142.23
3758,3,Graduate,No,2800000,8500000,20,431,6200000,1700000,7800000,2200000,Rejected,0,0.8457,72783.74
3759,2,Not Graduate,Yes,6100000,12300000,18,697,14100000,9100000,12600000,3500000,Approved,0,0.1411,87369.17
3760,2,Not Graduate,No,8400000,24500000,6,588,11000000,1300000,22900000,10400000,Approved,0,0.2598,146798.03
3761,1,Not Graduate,No,1600000,5600000,6,846,600000,2800000,4600000,1200000,Approved,0,0.3724,4464.54
3762,5,Graduate,No,4100000,11000000,14,379,6200000,1700000,8500000,5400000,Rejected,1,0.5621,45790.42
3763,1,Not Graduate,No,300000,700000,10,745,0,0,900000,100000,Approved,0,0.3069,8261.96
3764,3,Graduate,No,9600000,34500000,20,523,26100000,2600000,24300000,5300000,Rejected,0,0.4974,165061.51
3765,4,Graduate,Yes,8300000,25400000,4,624,22900000,4000000,24800000,5400000,Approved,0,0.0937,83398.16
3766,1,Graduate,No,4600000,16700000,16,407,13000000,6000000,9800000,2800000,Rejected,0,0.8266,83943.68
3767,3,Not Graduate,Yes,5600000,11600000,12,756,3300000,1800000,18400000,7800000,Rejected,0,0.0896,148700.48
3768,3,Graduate,Yes,4100000,8300000,16,351,6000000,100000,11100000,2200000,Rejected,0,0.5128,32764.71
3769,3,Not Graduate,No,3700000,13400000,18,373,2800000,100000,13200000,2500000,Rejected,0,0.8631,54510.51
3770,4,Not Graduate,Yes,800000,2400000,2,461,1300000,1300000,2300000,300000,Approved,0,0.1886,22369.45
3771,4,Graduate,No,8100000,28100000,12,672,5600000,9200000,17200000,9500000,Approved,0,0.4392,40728.59
3772,2,Graduate,Yes,2700000,9500000,10,434,2700000,1500000,8100000,1800000,Rejected,3,0.9378,56673.53
3773,2,Not Graduate,Yes,7000000,21400000,12,541,3700000,1300000,19800000,9600000,Approved,0,0.511,125456.54
3774,3,Not Graduate,Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000,Approved,0,0.0664,160573.25
3775,1,Graduate,No,3200000,7600000,4,592,3000000,1400000,8100000,4700000,Approved,0,0.332,32780.5
3776,4,Not Graduate,Yes,400000,1400000,10,665,300000,300000,1500000,200000,Approved,0,0.2304,3661.93
3777,1,Graduate,No,7800000,23900000,4,313,2600000,15300000,23000000,10900000,Approved,0,0.0903,155657.7
3778,0,Not Graduate,No,5800000,19600000,14,673,8900000,10700000,18000000,7200000,Approved,0,0.333,36462.74
3779,0,Not Graduate,Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000,Rejected,1,0.3687,31823.82
3780,5,Not Graduate,No,5400000,21100000,12,661,15800000,10400000,20100000,5400000,Approved,0,0.3981,29637.51
3781,3,Graduate,Yes,600000,1700000,4,576,400000,100000,2100000,500000,Approved,0,0.1055,145.33
3782,1,Graduate,No,600000,1200000,14,443,700000,1000000,2200000,800000,Rejected,0,0.4264,16976.0
3783,5,Graduate,Yes,9500000,21700000,16,307,27500000,2700000,28500000,9700000,Rejected,0,0.4554,119617.7
3784,4,Graduate,Yes,1900000,4800000,12,656,1500000,1600000,5400000,1700000,Approved,0,0.4341,53718.12
3785,1,Graduate,Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000,Approved,0,0.3273,40109.14
3786,3,Graduate,No,7800000,16600000,20,896,12400000,10800000,30500000,5500000,Approved,0,0.3705,133625.94
3787,5,Not Graduate,No,4900000,14100000,2,802,3300000,7500000,16100000,2700000,Approved,0,0.2091,28722.54
3788,3,Graduate,Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000,Approved,0,0.1845,191263.78
3789,4,Not Graduate,Yes,3900000,8900000,10,665,9300000,4000000,9200000,5300000,Approved,0,0.1438,89146.21
3790,2,Graduate,No,9000000,35700000,12,339,15200000,8400000,19500000,9000000,Rejected,4,0.6384,29559.38
3791,1,Not Graduate,No,9600000,32400000,20,447,15400000,18400000,19800000,4700000,Rejected,0,0.6811,255378.05
3792,5,Not Graduate,Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000,Approved,0,0.3027,5676.7
3793,5,Graduate,No,2800000,7200000,16,424,900000,5000000,6100000,3200000,Approved,1,0.5043,50059.82
3794,2,Not Graduate,No,8300000,20800000,6,667,19300000,4100000,25400000,6800000,Approved,0,0.4295,238605.47
3795,4,Not Graduate,Yes,6900000,18300000,18,715,8200000,600000,15000000,7500000,Approved,0,0.1179,177582.3
3796,5,Not Graduate,Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000,Approved,0,0.4363,106019.17
3797,2,Not Graduate,No,8000000,17800000,20,549,2400000,9700000,27400000,10800000,Rejected,1,0.3589,79939.71
3798,4,Graduate,Yes,9800000,29700000,4,373,11100000,5500000,37800000,10000000,Approved,0,0.2425,30177.04
3799,0,Graduate,Yes,2900000,7200000,16,332,3600000,5700000,7600000,3600000,Rejected,0,0.55,15931.01
3800,4,Graduate,No,7900000,31500000,20,534,12400000,8500000,21600000,6400000,Rejected,1,0.6195,115322.37
3801,3,Not Graduate,No,4600000,17900000,8,396,10700000,4000000,12300000,2600000,Rejected,0,0.6924,106424.98
3802,2,Graduate,No,1000000,3700000,18,892,2200000,800000,3000000,500000,Approved,0,0.2242,4379.48
3803,5,Graduate,No,9000000,21300000,14,602,3400000,7700000,35400000,11000000,Approved,0,0.2159,173179.53
3804,0,Graduate,Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000,Approved,1,0.3431,88714.19
3805,5,Graduate,Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000,Rejected,0,0.7615,73642.78
3806,0,Graduate,No,6600000,20100000,16,397,19200000,7000000,17200000,8400000,Rejected,3,0.85,127419.16
3807,0,Not Graduate,No,1300000,3400000,10,464,1200000,200000,3500000,1400000,Rejected,0,0.5,17707.06
3808,0,Graduate,Yes,1100000,3400000,14,832,3200000,200000,4400000,1600000,Approved,0,0.2938,26052.73
3809,5,Graduate,No,9200000,34800000,12,802,22000000,11000000,19800000,12500000,Approved,0,0.2841,41838.13
3810,2,Graduate,No,7000000,23900000,18,628,13400000,6600000,25200000,7200000,Approved,0,0.1979,161281.11
3811,4,Graduate,No,5100000,18800000,10,694,6400000,5300000,13500000,4100000,Approved,0,0.2444,9554.99
3812,1,Not Graduate,Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000,Approved,0,0.1755,18111.7
3813,1,Not Graduate,Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000,Approved,0,0.1067,70809.49
3814,5,Graduate,No,3600000,12800000,4,320,2500000,2900000,12600000,2900000,Approved,0,0.1355,89767.19
3815,1,Graduate,No,5600000,11700000,10,774,11000000,4300000,13100000,6500000,Rejected,0,0.0922,41271.01
3816,0,Not Graduate,Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000,Approved,0,0.3232,90659.34
3817,4,Not Graduate,No,1500000,4000000,18,706,0,2700000,4400000,1700000,Approved,0,0.3143,23499.03
3818,4,Not Graduate,No,7400000,18300000,10,601,16400000,12600000,28800000,6100000,Approved,0,0.4302,45664.46
3819,2,Graduate,No,6000000,17400000,16,806,1800000,2100000,20200000,3500000,Approved,0,0.3419,141952.35
3820,0,Graduate,Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000,Approved,0,0.0708,67693.21
3821,4,Graduate,Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000,Approved,0,0.4037,25426.05
3822,5,Graduate,Yes,600000,1500000,12,509,1600000,100000,1900000,800000,Rejected,0,0.8676,8117.02
3823,0,Graduate,No,1800000,6600000,4,898,2400000,100000,4600000,1400000,Approved,0,0.2273,40678.46
3824,2,Graduate,Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000,Approved,0,0.2843,54113.28
3825,1,Graduate,No,1000000,2100000,6,715,2200000,1000000,2200000,1100000,Approved,0,0.4404,18465.62
3826,2,Not Graduate,Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000,Approved,0,0.2629,2489.73
3827,1,Graduate,Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000,Rejected,1,0.8932,60361.64
3828,1,Graduate,Yes,9600000,35900000,8,534,24500000,17700000,31900000,5400000,Rejected,1,0.3998,42742.83
3829,0,Not Graduate,Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,Rejected,2,0.4646,62985.9
3830,1,Graduate,No,1600000,3500000,18,619,3200000,100000,6300000,1500000,Approved,0,0.2263,16587.64
3831,0,Graduate,Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000,Approved,0,0.2839,35311.55
